Country Name,Country Code,Year,Tertiary_Enrollment_Gross
IDA only,IDX,2018,11.5536499023438
India,IND,2018,28.5316865291946
Ireland,IRL,2018,76.7604675292969
"Iran, Islamic Rep.",IRN,2018,60.8611488342285
Iceland,ISL,2018,69.3402328491211
Israel,ISR,2018,58.6109886169434
Italy,ITA,2018,64.4753265380859
Jordan,JOR,2018,31.5562985544301
Japan,JPN,2018,62.6058502197266
Kazakhstan,KAZ,2018,51.9662639587064
Kyrgyz Republic,KGZ,2018,39.5679556504749
Cambodia,KHM,2018,13.2671737077763
"Korea, Rep.",KOR,2018,93.3281784057617
Kuwait,KWT,2018,52.1066893601774
Latin America & Caribbean (excluding high income),LAC,2018,49.9449081420898
Lao PDR,LAO,2018,14.4969749098337
Lebanon,LBN,2018,47.2296269060678
St. Lucia,LCA,2018,14.6563596725464
Latin America & Caribbean,LCN,2018,52.4460487365723
Least developed countries: UN classification,LDC,2018,10.154990196228
Low income,LIC,2018,8.88230037689209
Liechtenstein,LIE,2018,38.3002700805664
Sri Lanka,LKA,2018,17.8869756778112
Lower middle income,LMC,2018,22.3385906219482
Low & middle income,LMY,2018,32.3189010620117
Lesotho,LSO,2018,9.93844298033582
Late-demographic dividend,LTE,2018,52.2510185241699
Lithuania,LTU,2018,77.3577728271484
Luxembourg,LUX,2018,19.3915195465088
Latvia,LVA,2018,93.0244827270508
"Macao SAR, China",MAC,2018,76.7935034802784
Morocco,MAR,2018,35.319186358341
Moldova,MDA,2018,52.8423092059456
Madagascar,MDG,2018,5.11877849200791
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2018,27.1299304962158
Mexico,MEX,2018,41.6382789611816
Middle income,MIC,2018,35.4456214904785
North Macedonia,MKD,2018,43.8547897338867
Malta,MLT,2018,57.8407592773438
Myanmar,MMR,2018,20.3723297119141
Montenegro,MNE,2018,58.1831512451172
Mongolia,MNG,2018,65.1030502319336
Mozambique,MOZ,2018,7.4630510423433
Mauritania,MRT,2018,5.13275480775448
Mauritius,MUS,2018,40.4078098261963
Malawi,MWI,2018,1.6942403485732
Malaysia,MYS,2018,43.3100279300797
North America,NAC,2018,86.4270935058594
Namibia,NAM,2018,23.7001690404035
Niger,NER,2018,4.33801956751366
Netherlands,NLD,2018,83.652473449707
Norway,NOR,2018,85.3883514404297
Nepal,NPL,2018,12.613695863565
New Zealand,NZL,2018,81.2513122558594
OECD members,OED,2018,75.4892120361328
Oman,OMN,2018,44.9540216505645
Other small states,OSS,2018,20.2906303405762
Pakistan,PAK,2018,8.20683057963381
Philippines,PHL,2018,28.1166228592308
Poland,POL,2018,71.0217437744141
Pre-demographic dividend,PRE,2018,8.50343990325928
Puerto Rico (US),PRI,2018,107.502380763432
"Korea, Dem. People's Rep.",PRK,2018,26.7206192016602
Portugal,PRT,2018,65.1127395629883
West Bank and Gaza,PSE,2018,46.4852162059319
Pacific island small states,PSS,2018,21.6747703552246
Post-demographic dividend,PST,2018,78.5094528198242
Qatar,QAT,2018,17.4458250857575
Romania,ROU,2018,51.9943504333496
Russian Federation,RUS,2018,81.5681115998523
Rwanda,RWA,2018,6.76094647714264
South Asia,SAS,2018,26.8766307830811
Saudi Arabia,SAU,2018,73.1971736383918
Senegal,SEN,2018,12.4178375059947
Singapore,SGP,2018,88.8864453410769
El Salvador,SLV,2018,28.194336537252
San Marino,SMR,2018,45.421020282729
Serbia,SRB,2018,67.1586608886719
Sub-Saharan Africa (excluding high income),SSA,2018,9.08168983459473
Sub-Saharan Africa,SSF,2018,9.08197975158691
Small states,SST,2018,20.7374591827393
Slovak Republic,SVK,2018,47.8138313293457
Slovenia,SVN,2018,77.3015975952148
Sweden,SWE,2018,73.4083786010742
Seychelles,SYC,2018,38.8581314878893
Turks and Caicos Islands,TCA,2018,11.3000755857899
East Asia & Pacific (IDA & IBRD countries),TEA,2018,45.0661506652832
Europe & Central Asia (IDA & IBRD countries),TEC,2018,72.1406326293945
Togo,TGO,2018,12.9031599603185
Thailand,THA,2018,46.1667791174286
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,52.4073104858398
South Asia (IDA & IBRD),TSA,2018,26.8766307830811
Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,9.08197975158691
Tunisia,TUN,2018,30.9594707489014
Turkiye,TUR,2018,115.462463378906
Tanzania,TZA,2018,4.27996511118124
Ukraine,UKR,2018,81.4946716210446
Upper middle income,UMC,2018,51.4451103210449
Uruguay,URY,2018,60.2781342968002
United States,USA,2018,88.2991790771484
Uzbekistan,UZB,2018,9.95855522351711
St. Vincent and the Grenadines,VCT,2018,26.0140359224456
British Virgin Islands,VGB,2018,17.7551020408163
World,WLD,2018,37.8525314331055
Samoa,WSM,2018,14.1633542972529
South Africa,ZAF,2018,22.3515425184231
Africa Eastern and Southern,AFE,2019,8.67273044586182
Africa Western and Central,AFW,2019,9.73875999450684
Albania,ALB,2019,61.4085141527142
Andorra,AND,2019,15.4352596927579
Arab World,ARB,2019,32.1644706726074
United Arab Emirates,ARE,2019,53.8814655213653
Argentina,ARG,2019,95.1928240640628
Armenia,ARM,2019,53.5944174785534
Australia,AUS,2019,109.759559631348
Austria,AUT,2019,86.3234329223633
Azerbaijan,AZE,2019,32.9221812477847
Belgium,BEL,2019,79.3044815063477
Benin,BEN,2019,10.3906803131103
Burkina Faso,BFA,2019,6.90532594926159
Bangladesh,BGD,2019,22.7094642473405
Bulgaria,BGR,2019,84.7503128051758
Bahrain,BHR,2019,52.9045782700327
Bosnia and Herzegovina,BIH,2019,46.6677894592285
Belarus,BLR,2019,81.2921953254514
Belize,BLZ,2019,25.138736158351
Brazil,BRA,2019,53.6215400695801
Barbados,BRB,2019,48.935497470489
Brunei Darussalam,BRN,2019,27.7715019255456
Bhutan,BTN,2019,15.9420291550317
Botswana,BWA,2019,21.4965480211896
Canada,CAN,2019,73.1128768920898
Central Europe and the Baltics,CEB,2019,65.126091003418
Switzerland,CHE,2019,66.3093414306641
Chile,CHL,2019,92.0659713745117
China,CHN,2019,56.6050917923292
Cote d'Ivoire,CIV,2019,10.3256981639741
Cameroon,CMR,2019,15.0528614131463
Colombia,COL,2019,56.6663017272949
Costa Rica,CRI,2019,55.0202903747559
Cuba,CUB,2019,44.7791807576091
Cyprus,CYP,2019,93.9260711669922
Czechia,CZE,2019,66.8802185058594
Germany,DEU,2019,72.705078125
Denmark,DNK,2019,81.6945877075195
Algeria,DZA,2019,53.8645018203122
East Asia & Pacific (excluding high income),EAP,2019,46.9729614257812
Early-demographic dividend,EAR,2019,31.5165290832519
East Asia & Pacific,EAS,2019,49.4808692932129
Europe & Central Asia (excluding high income),ECA,2019,72.0600280761719
Europe & Central Asia,ECS,2019,73.6700897216797
Ecuador,ECU,2019,47.2627814012203
"Egypt, Arab Rep.",EGY,2019,33.622825887244
Euro area,EMU,2019,76.0138626098633
Spain,ESP,2019,91.5387725830078
Estonia,EST,2019,72.7060317993164
European Union,EUU,2019,74.0401382446289
Fragile and conflict affected situations,FCS,2019,14.5780601501465
Finland,FIN,2019,94.5891189575195
Fiji,FJI,2019,77.5562006170027
France,FRA,2019,67.7331314086914
United Kingdom,GBR,2019,65.5119934082031
Georgia,GEO,2019,69.6463934713126
Ghana,GHA,2019,17.3607250095097
Greece,GRC,2019,143.96272277832
Guatemala,GTM,2019,22.559501429793
High income,HIC,2019,78.1505126953125
"Hong Kong SAR, China",HKG,2019,83.8542119335773
Honduras,HND,2019,25.3231382609304
Heavily indebted poor countries (HIPC),HPC,2019,8.76803016662598
Croatia,HRV,2019,74.0501174926758
Hungary,HUN,2019,54.2122917175293
IBRD only,IBD,2019,43.9086608886719
IDA & IBRD total,IBT,2019,33.7504501342773
IDA total,IDA,2019,11.6913900375366
IDA blend,IDB,2019,10.7665796279907
Indonesia,IDN,2019,37.3230862728703
IDA only,IDX,2019,12.1506395339966
India,IND,2019,29.0233593907143
Ireland,IRL,2019,74.444580078125
"Iran, Islamic Rep.",IRN,2019,58.1169509887695
Iceland,ISL,2019,70.6093521118164
Israel,ISR,2019,57.4564514160156
Italy,ITA,2019,65.6895065307617
Jordan,JOR,2019,30.1108403894558
Japan,JPN,2019,62.4008407592773
Kazakhstan,KAZ,2019,57.3421123781351
Kenya,KEN,2019,10.4975595474243
Kyrgyz Republic,KGZ,2019,40.8257000638543
Cambodia,KHM,2019,12.9409846754696
"Korea, Rep.",KOR,2019,93.9989166259766
Kuwait,KWT,2019,50.4400595299189
Latin America & Caribbean (excluding high income),LAC,2019,51.0327110290527
Lao PDR,LAO,2019,13.7404020217342
Lebanon,LBN,2019,50.1483937104215
St. Lucia,LCA,2019,15.9467096328735
Latin America & Caribbean,LCN,2019,53.3577194213867
Least developed countries: UN classification,LDC,2019,10.6823301315308
Low income,LIC,2019,9.01313972473145
Liechtenstein,LIE,2019,41.1658401489258
Sri Lanka,LKA,2019,19.4563160693078
Lower middle income,LMC,2019,23.1019592285156
Low & middle income,LMY,2019,33.1788482666016
Late-demographic dividend,LTE,2019,54.3362693786621
Lithuania,LTU,2019,75.0942306518555
Luxembourg,LUX,2019,19.3969497680664
Latvia,LVA,2019,94.8645324707031
"Macao SAR, China",MAC,2019,80.0911214953271
Morocco,MAR,2019,37.7212021382481
Moldova,MDA,2019,54.7812048030675
Madagascar,MDG,2019,5.28586006164551
Maldives,MDV,2019,24.6480059688561
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2019,27.9685897827148
Mexico,MEX,2019,43.0441398620605
Marshall Islands,MHL,2019,37.3626373626374
Middle income,MIC,2019,36.4931297302246
North Macedonia,MKD,2019,43.1991004943848
Malta,MLT,2019,58.4985084533691
Montenegro,MNE,2019,56.2633209228516
Mongolia,MNG,2019,67.970817565918
Mauritania,MRT,2019,5.88823986461851
Mauritius,MUS,2019,42.9878710798151
Malaysia,MYS,2019,40.8082966813944
North America,NAC,2019,86.4167633056641
Namibia,NAM,2019,25.8966511201824
Niger,NER,2019,4.15170730347346
Norway,NOR,2019,85.7633819580078
Nepal,NPL,2019,13.8072821953912
New Zealand,NZL,2019,77.5843734741211
OECD members,OED,2019,76.4273910522461
Oman,OMN,2019,45.1723183863131
Other small states,OSS,2019,21.1205902099609
Pakistan,PAK,2019,11.103638528678
Philippines,PHL,2019,30.0548680110365
Poland,POL,2019,70.9065017700195
Pre-demographic dividend,PRE,2019,8.51943969726562
Puerto Rico (US),PRI,2019,95.6914950121196
Portugal,PRT,2019,66.0920562744141
West Bank and Gaza,PSE,2019,45.6330464687168
Pacific island small states,PSS,2019,22.1763496398926
Post-demographic dividend,PST,2019,79.4663619995117
Qatar,QAT,2019,21.0931416049405
Romania,ROU,2019,52.4439697265625
Russian Federation,RUS,2019,80.9520697471091
Rwanda,RWA,2019,6.3142892660234
South Asia,SAS,2019,27.6625595092773
Saudi Arabia,SAU,2019,77.9664942011008
Senegal,SEN,2019,12.60825139125
Singapore,SGP,2019,91.0889904414776
El Salvador,SLV,2019,28.5178063545936
San Marino,SMR,2019,50.2355712603062
Serbia,SRB,2019,67.7898406982422
Sub-Saharan Africa (excluding high income),SSA,2019,9.09453010559082
Sub-Saharan Africa,SSF,2019,9.09492015838623
Small states,SST,2019,21.3656902313232
Suriname,SUR,2019,5.26435130947432
Slovak Republic,SVK,2019,48.1902389526367
Slovenia,SVN,2019,76.4720077514648
Sweden,SWE,2019,75.1148529052734
Seychelles,SYC,2019,41.2970430107527
Turks and Caicos Islands,TCA,2019,11.7383177570093
East Asia & Pacific (IDA & IBRD countries),TEA,2019,47.2565612792969
Europe & Central Asia (IDA & IBRD countries),TEC,2019,73.6460266113281
Togo,TGO,2019,13.1551472123617
Thailand,THA,2019,44.9880040072053
Turkmenistan,TKM,2019,11.0507708201956
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,53.3199310302734
South Asia (IDA & IBRD),TSA,2019,27.6625595092773
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,9.09492015838623
Tunisia,TUN,2019,31.4410896301269
Turkiye,TUR,2019,117.005470275879
Tanzania,TZA,2019,2.85588898826608
Ukraine,UKR,2019,84.48135621115
Upper middle income,UMC,2019,53.2710494995117
Uruguay,URY,2019,61.9644279466795
United States,USA,2019,87.8887100219727
Uzbekistan,UZB,2019,13.0316667432446
St. Vincent and the Grenadines,VCT,2019,29.6853960093035
British Virgin Islands,VGB,2019,24.2532322781988
Viet Nam,VNM,2019,30.2241191864014
World,WLD,2019,38.6688690185547
Samoa,WSM,2019,13.5792119039657
South Africa,ZAF,2019,22.2442465104023
