country,country_code,year,gov_exp_pct_gdp,lit_rate_adult_pct,pri_comp_rate_pct,pupil_teacher_primary,pupil_teacher_secondary,school_enrol_primary_pct,school_enrol_secondary_pct,school_enrol_tertiary_pct
"Bahamas, The",BHS,2019,2.617186308,,,,,,,
Bahrain,BHR,2015,2.668080091,,99.37207794,11.73164,9.86281,102.2143326,100.8134537,43.63837814
Bahrain,BHR,2016,2.802482843,,100.3867188,12.05837,9.79181,102.6988678,101.8395081,43.66530991
Bahrain,BHR,2017,2.327810049,,99.90905762,12.15924,10.1467,100.9250183,101.7575073,45.18643951
Bahrain,BHR,2018,2.388939857,,98.90895081,11.92315,10.23948,98.7649765,100.4350967,48.53865814
Bahrain,BHR,2019,2.384604454,,99.65667725,,,98.00469208,101.02108,53.6918602
Bangladesh,BGD,2015,1.872254133,65.0,,,,,62.03123093,15.59071636
Bangladesh,BGD,2016,2.221199989,73.0,,,36.192,,66.92324831,17.40217972
Bangladesh,BGD,2017,1.850400329,73.0,,30.05456,33.98251,109.1253603,64.85595207,18.53050804
Bangladesh,BGD,2018,1.655891299,74.0,,30.05459,35.09524,112.4276954,67.42136973,19.70263672
Bangladesh,BGD,2019,1.681388021,75.0,,,,,67.22091891,22.80521393
Barbados,BRB,2015,5.176999092,,,13.40321,17.53754,96.33708191,108.2815323,
Barbados,BRB,2016,4.683829784,,,13.349,18.63678,97.03707123,108.4780121,
Barbados,BRB,2017,4.349979877,,,14.09682,18.45852,96.8223114,110.0070572,
Barbados,BRB,2018,5.133137226,,86.72277832,13.9917,17.93859,97.64791107,108.4626465,
Barbados,BRB,2019,4.086329937,,82.16412354,,,98.84240723,106.3282013,
Belarus,BLR,2015,4.787509918,,94.09764099,17.57007,8.36258,96.05220032,97.52033234,98.0328598
Belarus,BLR,2016,4.946549892,,94.37683868,18.33759,8.29763,97.34745789,97.04808807,94.75534058
Belarus,BLR,2017,4.795000076,,95.61382294,18.80255,8.35604,97.40283203,96.01177216,91.32614899
Belarus,BLR,2018,5.381100178,,96.7565918,19.23259,8.56276,96.70580292,95.49971771,84.53964233
Belarus,BLR,2019,4.979489803,100.0,99.11107635,,,95.65020752,94.92053223,80.17201996
Belgium,BEL,2015,6.451570034,,,11.23127,9.42496,102.2438278,164.0798187,76.42394257
Belgium,BEL,2016,6.461730003,,,11.30569,9.14736,102.0558624,160.68927,77.24350739
Belgium,BEL,2017,6.425340176,,,11.27695,8.98821,102.752861,158.6702881,80.77381897
Belgium,BEL,2018,6.381070137,,,,,102.5003662,156.5097656,79.12374878
Belgium,BEL,2019,6.33397007,,,,,102.1485596,156.635376,79.30448151
Belize,BLZ,2015,5.390200138,90.91603851,105.6142197,20.43642,16.30319,113.6075134,80.97367096,23.27388954
Belize,BLZ,2016,5.721710205,,105.7593002,20.50666,18.40628,115.6479263,87.49759674,24.31962967
Belize,BLZ,2017,5.949679852,,102.7030487,19.58631,16.5581,114.8181229,84.77844238,24.77198982
Belize,BLZ,2018,6.126820087,,104.4744797,19.78332,16.72317,113.6626205,86.31658173,24.64558983
Belize,BLZ,2019,5.964990139,,102.7652817,,,112.8055878,87.3793335,25.0688591
Benin,BEN,2015,3.17298007,,78.03270721,45.04478,10.32268,127.1211395,57.3949585,12.90738964
Benin,BEN,2016,2.899100065,,77.41918945,41.63992,10.99168,125.5545273,57.52967072,12.36170959
Benin,BEN,2017,3.535589933,38.87120819,,43.56977,,121.6062164,,11.7388401
Benin,BEN,2018,2.931619883,,,39.19712,,117.1167984,,12.00706005
Benin,BEN,2019,2.965201139,,61.79283142,,,112.029892,,10.7973299
Bermuda,BMU,2015,1.501639962,,104.991951,10.4196,6.33229,105.5753632,90.52207184,31.94352913
Bermuda,BMU,2016,1.915443897,,,,,104.3255695,89.70454545,
Bermuda,BMU,2017,1.324959993,,,,,101.2810658,85.49340609,22.4178009
Bermuda,BMU,2018,1.93595469,,,,,98.29342843,86.10549944,22.86447906
Bermuda,BMU,2019,1.926798224,,,,,94.08629442,81.54827359,
Bhutan,BTN,2015,5.782699108,,94.79042816,40.00443,12.14578,102.4833566,85.19419098,
Bhutan,BTN,2016,5.891593933,,96.62175751,38.03778,11.41873,100.9430695,85.68351746,
Bhutan,BTN,2017,6.227416515,67.0,94.96681213,34.56294,11.0089,99.73843335,86.61470032,14.77133751
Bhutan,BTN,2018,5.743712902,,84.58547974,34.66868,10.81456,99.28786575,87.52884674,14.87888336
Bhutan,BTN,2019,4.509827614,,75.73297882,,,97.96216381,,15.90780163
Bolivia,BOL,2015,8.143429756,92.0,89.52144623,16.99771,20.39699,95.82939148,91.79682159,
Bolivia,BOL,2016,8.15060997,,90.05542755,17.20856,19.609,96.19377136,91.86393738,
Bolivia,BOL,2017,8.097240448,,91.36071014,17.58897,18.90098,97.05889893,90.684021,
Bolivia,BOL,2018,8.015870094,,94.17327881,17.79827,18.49627,97.71598816,90.00900269,
Bolivia,BOL,2019,8.091039658,,90.82820892,,,98.23863983,90.06549072,
Bosnia and Herzegovina,BIH,2015,3.018112898,,91.67944336,17.16401,10.14673,91.17048645,83.06999969,48.62343979
Bosnia and Herzegovina,BIH,2016,4.264510155,,90.84964752,17.28654,9.73102,90.99767303,82.96060181,48.66814041
Bosnia and Herzegovina,BIH,2017,2.83868432,,90.49909973,17.19917,9.34286,91.38408661,84.27436066,46.41592026
Bosnia and Herzegovina,BIH,2018,3.892970085,,88.45281982,16.92651,9.1229,90.63767242,86.10269165,43.15710831
Bosnia and Herzegovina,BIH,2019,4.044499874,,91.37007904,,,90.16313171,85.81581116,41.59703827
Botswana,BWA,2015,8.394579887,,,23.71279,,97.9927597,,27.16739082
Botswana,BWA,2016,8.73589325,,,,,,,23.28824997
Botswana,BWA,2017,7.809244633,,,,,,,22.4400692
Botswana,BWA,2018,7.905385971,,,,,,,
Botswana,BWA,2019,8.398996353,,,,,,,22.97429085
Brazil,BRA,2015,6.24105978,92.0,,20.58529,16.45139,109.1521835,100.920517,48.43404007
Brazil,BRA,2016,6.314040184,93.0,,20.31899,16.60114,108.757843,102.5695114,48.33333969
Brazil,BRA,2017,6.32047987,93.0,,20.22308,16.72391,109.8085098,103.0159607,50.02674866
Brazil,BRA,2018,6.088510036,93.0,,,,108.623291,105.0070724,51.19168854
Brazil,BRA,2019,5.963469982,,,,,107.4074707,103.9532776,52.62406158
British Virgin Islands,VGB,2015,4.704500198,,105.2109222,11.74126,8.0757,109.9541626,99.16829681,43.11782837
British Virgin Islands,VGB,2016,3.261056423,,92.07459259,10.53822,7.45055,111.3766403,100.0,42.35652924
British Virgin Islands,VGB,2017,2.457089901,,90.76576996,11.61672,8.70656,116.2077408,91.70394135,
British Virgin Islands,VGB,2018,2.425559998,,73.13770294,,,92.80734253,,17.11755943
British Virgin Islands,VGB,2019,2.500969887,,69.11447144,,,106.6718369,,26.0911293
Brunei Darussalam,BRN,2015,,,99.82435608,10.01661,8.83654,101.6660375,96.33609009,30.81328964
Brunei Darussalam,BRN,2016,4.425409794,,104.2445068,10.19678,8.56453,102.4504468,93.40859985,31.51206017
Brunei Darussalam,BRN,2017,,,103.2672806,10.18252,8.71672,100.1137369,91.6632309,34.91167068
Brunei Darussalam,BRN,2018,,,102.3255844,9.89521,8.26843,99.00005025,91.49577332,31.53529358
Brunei Darussalam,BRN,2019,,,94.32045746,,,97.61413111,89.64858246,31.39821815
Bulgaria,BGR,2015,3.912084341,,99.57666016,,,99.12722015,103.8893433,78.29995728
Bulgaria,BGR,2016,3.393708229,,98.1427536,17.61018,12.63651,98.0771637,103.0039215,80.63996124
Bulgaria,BGR,2017,4.077559948,,98.9449234,15.20744,,97.59429932,103.4610214,81.22458649
Bulgaria,BGR,2018,4.047090054,,97.03788757,,,96.79232025,104.0439224,83.13488007
Bulgaria,BGR,2019,4.199029922,,97.12626648,,,96.43988037,102.6569366,84.75031281
Burkina Faso,BFA,2015,3.67008996,,60.71788025,42.17715,25.19571,85.44702911,33.09024811,4.926290035
Burkina Faso,BFA,2016,,,60.30908966,41.54927,23.38275,87.64746857,35.15084839,5.426300049
Burkina Faso,BFA,2017,5.628469944,,61.64514923,40.68126,23.33086,89.73152161,37.37361145,5.856659889
Burkina Faso,BFA,2018,5.488609791,39.0,62.8463707,39.72173,23.11995,91.72036743,39.82088852,6.346660137
Burkina Faso,BFA,2019,5.407136917,30.0,61.82112885,,,89.95511627,40.27325821,6.93696022
Burundi,BDI,2015,7.102909565,,62.09434128,43.22109,35.79281,120.0362625,45.28647995,5.39195776
Burundi,BDI,2016,4.96585083,65.68773651,64.03182983,49.66066,32.13206,116.1941833,48.99528122,4.090067863
Burundi,BDI,2017,5.009188652,68.0,63.27708817,49.61434,28.02967,111.1185837,49.80751038,4.437208652
Burundi,BDI,2018,5.413527489,,57.22309113,42.52383,26.59842,107.7252197,47.8539505,4.698548317
Burundi,BDI,2019,5.346684456,,53.33037949,,,104.9380188,43.20808029,4.200489998
Cabo Verde,CPV,2015,4.806220055,87.0,94.85301208,21.94779,16.40755,101.8180695,87.53730774,20.57601929
Cabo Verde,CPV,2016,4.754759789,,89.90071106,21.4778,16.00499,99.75187683,87.70491028,21.05702019
Cabo Verde,CPV,2017,4.592780113,,83.49143982,21.08156,15.62939,98.24317169,87.0911026,21.16415024
Cabo Verde,CPV,2018,4.787922859,,81.75383759,21.07361,15.42052,98.64325714,83.2423172,20.21744919
Cabo Verde,CPV,2019,4.165299892,,93.75691986,,,96.98941803,84.10881042,
Cambodia,KHM,2015,1.703461528,81.0,92.15255737,45.52116,,116.105629,,14.64577007
Cambodia,KHM,2016,1.870819092,,89.53253174,42.53404,,111.1295013,,
Cambodia,KHM,2017,2.096460581,,88.36894989,41.66267,,110.5145874,49.15361932,15.07355022
Cambodia,KHM,2018,2.447859287,,88.37111664,41.7035,,111.5743484,51.36831978,15.71331024
Cambodia,KHM,2019,2.825654745,,91.98020935,,,111.4984818,52.30810599,16.83539963
Cameroon,CMR,2015,2.657919884,,74.51306152,41.46571,19.86712,116.5681076,59.55471039,16.95646095
Cameroon,CMR,2016,2.562340021,,73.38137054,42.73541,19.25706,116.0836792,60.46559143,12.4593401
Cameroon,CMR,2017,3.059629917,,68.21257019,44.61321,,110.1458435,50.63700929,12.74726963
Cameroon,CMR,2018,3.030960083,72.54712677,64.43177032,44.83412,,103.1733627,46.47294762,14.3037796
Cameroon,CMR,2019,3.047399521,,65.44235992,,,105.4506302,44.42285398,14.84403992
Canada,CAN,2015,4.739379883,,,,,99.84114075,111.9304504,67.40316772
Canada,CAN,2016,4.816420078,,,,,98.54702759,111.7702866,69.50685883
Canada,CAN,2017,4.959969997,,,,,98.77420807,111.8021011,70.62715912
Canada,CAN,2018,4.888979912,,,,,99.02101898,111.4529724,69.57759857
Canada,CAN,2019,4.772930145,,,,,97.78842926,110.8582993,72.81506348
Caribbean small states,CSS,2015,,,92.03926849,18.62125,15.36799,98.67449951,86.76841736,22.3489399
Caribbean small states,CSS,2016,,,90.79164886,18.51757,15.84117,98.14526367,88.7898407,22.47924995
Caribbean small states,CSS,2017,,,90.69264221,18.22539,14.74658,97.97518158,87.49059296,
Caribbean small states,CSS,2018,,,89.01576996,18.92805,15.1103,98.52789307,86.47853088,
Caribbean small states,CSS,2019,,,90.39315796,,,97.30307007,86.94824219,
Cayman Islands,CYM,2015,,,,,,105.4455446,97.2377158,30.67870903
Cayman Islands,CYM,2016,,,,,,103.9661427,101.7775384,31.58613205
Cayman Islands,CYM,2017,,99.0,,,,98.71073605,102.8680688,33.54517746
Cayman Islands,CYM,2018,2.163769484,,110.0917435,15.74725,10.9653,97.04289246,96.34146118,33.22946167
Cayman Islands,CYM,2019,1.136700034,,100.0,,,95.85592651,98.41490936,39.87603378
Central African Republic,CAF,2015,1.91022861,,,,,,,
Central African Republic,CAF,2016,1.754088998,,36.99489975,83.41195,34.62948,89.85050201,13.66880989,
Central African Republic,CAF,2017,1.753650188,,48.72856522,,31.63737,110.7114187,15.42516041,
Central African Republic,CAF,2018,1.565876007,37.0,,,,,,
Central African Republic,CAF,2019,1.767920732,42.44279099,,,,,,
Central Europe and the Baltics,CEB,2015,4.817009926,99.3322525,97.46531677,12.545,10.14677,96.90022278,102.2598267,63.51470184
Central Europe and the Baltics,CEB,2016,4.65749979,99.3502121,96.61264801,12.36689,10.0146,96.17363739,101.3280563,63.74274826
Central Europe and the Baltics,CEB,2017,4.077559948,99.37020874,98.65052795,12.71581,9.9961,95.95597839,101.3039398,64.28090668
Central Europe and the Baltics,CEB,2018,4.243569851,99.41867828,93.98509979,12.66168,10.02635,95.32623291,101.1315613,64.79321289
Central Europe and the Baltics,CEB,2019,4.273119926,99.43811798,93.9134903,,,95.89537048,100.4504776,65.126091
Chad,TCD,2015,2.342831612,26.00299072,38.94754028,55.54179,27.45229,91.56591797,23.02865982,3.334510088
Chad,TCD,2016,2.388475895,22.0,42.02077103,56.88788,27.13412,85.97952271,23.35150909,
Chad,TCD,2017,2.454819918,,37.89978027,,,77.2443924,21.35400963,
Chad,TCD,2018,2.259474993,,40.40903854,,,87.7207489,20.76958084,
Chad,TCD,2019,2.372457981,30.62792015,,,,86.53105927,20.98353004,
Chile,CHL,2015,4.903900146,97.0,97.77294922,18.3778,19.44185,101.7125092,100.9216766,86.41811371
Chile,CHL,2016,5.36646986,,98.39784241,18.00111,18.81748,101.5851898,101.4881363,88.84588623
Chile,CHL,2017,5.432789803,96.0,98.154953,17.79358,18.36688,101.3962784,102.2948227,89.92198944
Chile,CHL,2018,5.473060131,,98.15183258,,,101.5380173,103.1730499,91.19747925
Chile,CHL,2019,5.626309872,,97.44532013,,,101.1932068,104.4057693,92.06597137
China,CHN,2015,4.242012501,,,16.29441,13.81544,97.15444183,,47.43537903
China,CHN,2016,4.206385136,,,16.54936,13.49871,97.39061737,,49.70835876
China,CHN,2017,4.111331463,,,16.59383,13.30917,97.92211914,,51.5827713
China,CHN,2018,4.024424076,,,16.42675,13.25879,98.17035675,,54.00762177
China,CHN,2019,4.059394836,,,,,98.2354126,,57.27544022
Colombia,COL,2015,,94.0,102.4092331,24.23937,26.47999,115.4970779,97.67411804,54.79613113
Colombia,COL,2016,,95.0,103.1399307,24.31808,26.18799,115.4431534,98.41562653,57.14374924
Colombia,COL,2017,,,106.3732529,23.60132,26.01138,113.3053818,99.21932983,58.39604187
Colombia,COL,2018,,95.0,105.5780029,23.3015,25.91073,111.6991806,100.3733368,57.32054138
Colombia,COL,2019,,95.0,103.5436783,,,109.3555069,101.9893494,56.66630173
Comoros,COM,2015,2.545059919,,,,,,,
Comoros,COM,2017,,,81.40904236,18.90138,5.31356,105.6458274,57.25236199,
Comoros,COM,2018,,,,28.05781,8.30834,106.2061891,62.86950068,
"Congo, Dem. Rep.",COD,2015,2.170439959,,67.49658966,33.19793,14.24161,104.7786865,43.82403946,
"Congo, Dem. Rep.",COD,2016,2.118690014,77.0,,,,,,6.07901001
"Congo, Dem. Rep.",COD,2017,1.454949975,,,,,,,
"Congo, Dem. Rep.",COD,2018,,73.55303192,,,,113.9829788,,
"Congo, Rep.",COG,2015,3.138829947,,70.32460022,,,107.3610833,,11.59112453
"Congo, Rep.",COG,2017,4.172369957,,,,,,,12.26163006
"Congo, Rep.",COG,2018,2.771670103,,65.18612671,,,87.66861725,65.6208032,
"Congo, Rep.",COG,2019,3.559468985,,,,,,,
Costa Rica,CRI,2015,6.87349987,,95.09250641,12.6763,13.9521,106.7314911,117.9162827,51.65193176
Costa Rica,CRI,2016,6.893959999,,94.57814789,11.97865,12.73154,107.027153,119.9945602,52.13162994
Costa Rica,CRI,2017,7.069809914,,94.17812347,11.62825,13.31491,106.6035309,123.8349915,54.4580307
Costa Rica,CRI,2018,6.769919872,,95.62042999,12.2047,12.42779,108.6771927,128.4750061,52.86867905
Costa Rica,CRI,2019,6.738080025,,96.49394226,,,110.8911209,137.0163269,54.71897125
Cote d'Ivoire,CIV,2015,3.494129896,,58.07336044,42.0505,,85.89230347,41.66373825,8.899279594
Cote d'Ivoire,CIV,2016,3.935930014,50.03968048,61.36737823,42.50102,25.83658,90.13424683,43.8949585,9.092769623
Cote d'Ivoire,CIV,2017,3.736540079,,67.67649078,42.42645,26.31551,91.8170929,46.8549614,9.470000267
Cote d'Ivoire,CIV,2018,3.211649895,,70.03347015,41.8223,27.28114,92.90189362,49.04579926,
Cote d'Ivoire,CIV,2019,3.413069963,90.0,73.49450684,,,93.54521942,52.21115112,9.912610054
Croatia,HRV,2015,4.969085217,,101.0758133,13.702,7.03333,99.49076843,102.9813309,68.44139862
Croatia,HRV,2016,4.896224499,,97.51435852,13.50611,6.73221,98.79093933,103.7194366,69.58895111
Croatia,HRV,2017,3.862699986,,98.41345978,,,99.23210907,104.2144165,71.37758636
Croatia,HRV,2018,3.912090063,,100.778801,,,98.88121033,104.960083,72.8625412
Croatia,HRV,2019,3.920079947,,99.43070221,,,99.00151062,105.1359787,74.05011749
Cuba,CUB,2015,8.963336945,,95.60201263,8.89917,9.03784,102.8127823,96.27414703,36.21772003
Cuba,CUB,2016,9.013133049,,94.93060303,8.74431,9.34814,102.45121,98.02237701,34.45679092
Cuba,CUB,2017,,,95.22663116,8.82731,9.47531,101.84729,99.27629089,40.4316597
Cuba,CUB,2018,,,90.79403687,9.16029,9.63133,101.155838,100.1853638,41.59437943
Cuba,CUB,2019,9.046969414,97.65490723,90.49581909,,,100.9812012,101.0894623,43.99377823
Curacao,CUW,2015,,,,,,,,19.00263977
Curacao,CUW,2016,,,,,,,,18.32068825
Curacao,CUW,2017,,,,,,,,16.51016426
Curacao,CUW,2018,,,,,,,,15.87489223
Curacao,CUW,2019,,,,,,,,15.28120136
Cyprus,CYP,2015,6.304910183,,96.81906128,11.91513,10.35338,99.30011749,99.77831268,60.10123062
Cyprus,CYP,2016,6.11811018,,98.46739197,11.86448,7.95871,98.54550934,99.11930847,67.17111206
Cyprus,CYP,2017,5.69961977,,101.2697296,12.03922,8.31131,99.3066864,100.33255,75.94081116
Cyprus,CYP,2018,5.025352955,,101.8767014,,,99.79544067,100.2535172,81.33708191
Cyprus,CYP,2019,5.212600231,,102.5455017,,,100.4776993,100.8504333,88.48532867
Czechia,CZE,2015,5.751820087,,97.02459717,,,96.96154785,104.8105164,67.23036194
Czechia,CZE,2016,5.553730011,,97.67743683,,,96.90975952,103.0150833,67.50563812
Czechia,CZE,2017,3.806159973,,97.24272919,,,97.23249054,102.2046967,67.71421814
Czechia,CZE,2018,4.266059875,,93.69480896,,,98.27275848,101.5148926,66.79022217
Czechia,CZE,2019,4.542469978,,95.83374023,,,99.28330231,100.2155685,66.88021851
Denmark,DNK,2015,7.0104146,,99.5803299,,,100.8821411,133.7954712,83.30040741
Denmark,DNK,2016,7.691060066,,101.4881363,,,101.0414963,131.4412994,82.17149353
Denmark,DNK,2017,7.115859985,,101.6845169,,,100.7780304,130.3244324,81.32200623
Denmark,DNK,2018,7.296909809,,100.4138794,,,100.7490082,129.8495636,81.14054871
Denmark,DNK,2019,7.255050182,,100.6303482,,,100.5510025,129.3111267,81.69458771
Djibouti,DJI,2015,3.598949909,,,33.02204,22.77297,,,
Djibouti,DJI,2016,3.922260046,,,31.09517,23.75349,,,
Djibouti,DJI,2017,3.733449936,,,30.42105,22.727,,,
Djibouti,DJI,2018,3.751430035,,,29.37453,25.41709,,,
Djibouti,DJI,2019,,,,,26.83286,,,
Dominica,DMA,2015,3.407119989,,96.68508148,14.00558,10.69423,102.3359985,93.76158905,
Dominica,DMA,2016,5.129719734,,101.2092972,13.07679,,102.3909378,,
Dominica,DMA,2017,4.766750813,,,,,101.4925373,,
Dominica,DMA,2018,5.153604507,,,,,,,
Dominica,DMA,2019,5.534490108,,82.91015625,,,89.9956131,89.37695313,
Dominican Republic,DOM,2015,3.604002714,92.0,99.69489288,18.29098,22.09344,112.0134888,79.9378891,51.74710846
Dominican Republic,DOM,2016,3.850495577,94.0,99.43049622,18.52102,,110.7048798,80.09446716,54.49900055
Dominican Republic,DOM,2017,3.920267582,,96.0952301,18.91694,18.64652,108.0194397,79.94068146,59.91558838
Dominican Republic,DOM,2018,3.918210745,,93.77693176,18.92322,,105.8583984,80.21592712,63.14624023
Dominican Republic,DOM,2019,4.042768955,,93.96617126,,,112.3336105,81.85623932,64.38413239
Early-demographic dividend,EAR,2015,3.920364022,78.01100922,92.42723846,27.0575,22.50503,105.9880524,72.92431641,29.31587982
Early-demographic dividend,EAR,2016,3.837867737,78.67870331,93.11405945,27.77988,21.60483,108.3697968,73.94774628,30.12738991
Early-demographic dividend,EAR,2017,3.931309938,78.93888092,92.03684235,27.61436,21.33877,107.2330933,73.48387909,30.69363976
Early-demographic dividend,EAR,2018,3.68916285,79.2979126,91.83985901,27.85282,21.40841,101.392952,74.48892212,31.0594902
Early-demographic dividend,EAR,2019,3.487755537,79.56617737,91.78453827,,,101.2016678,74.79862976,31.93251038
East Asia & Pacific,EAS,2015,3.500102282,94.92791748,94.91616058,17.20192,15.08599,101.6601868,88.06437683,44.84719849
East Asia & Pacific,EAS,2016,3.385177493,95.13195801,96.39865112,16.96202,14.67212,101.4135208,87.27394867,46.58541107
East Asia & Pacific,EAS,2017,3.441989183,95.32305145,97.9058609,17.41387,14.74875,101.2212524,87.36949921,47.18144989
East Asia & Pacific,EAS,2018,3.261967063,95.36943054,99.02812958,17.53589,14.75977,100.9022064,87.77478027,47.99137878
East Asia & Pacific,EAS,2019,3.281413198,95.80687714,98.29495239,,,101.0077515,89.25257874,50.01747894
East Asia & Pacific (IDA & IBRD countries),TEA,2015,3.500102282,95.13800812,94.32028961,17.24798,15.32017,101.7126083,86.21002197,42.14036942
East Asia & Pacific (IDA & IBRD countries),TEA,2016,3.385177493,95.34355927,95.89367676,17.0038,14.87222,101.4747391,85.42922974,43.98397064
East Asia & Pacific (IDA & IBRD countries),TEA,2017,3.441989183,95.53604889,97.61383057,17.50504,14.98327,101.2998505,85.56268311,44.73284149
East Asia & Pacific (IDA & IBRD countries),TEA,2018,3.171358585,95.57713318,98.8838501,17.64651,14.95966,100.9755783,86.21069336,45.67253113
East Asia & Pacific (IDA & IBRD countries),TEA,2019,3.053606272,95.99716187,98.03662872,,,101.058403,87.73519135,47.80680084
East Asia & Pacific (excluding high income),EAP,2015,3.500102282,95.19853973,94.38414764,17.27039,15.34908,101.658493,86.34397125,41.94892883
East Asia & Pacific (excluding high income),EAP,2016,3.385177493,95.40149689,95.936409,17.02758,14.90642,101.4133911,85.57215881,43.76148987
East Asia & Pacific (excluding high income),EAP,2017,3.441989183,95.59159088,97.63410187,17.52599,15.01544,101.231041,85.6996994,44.49501038
East Asia & Pacific (excluding high income),EAP,2018,3.171358585,95.63213348,98.8885498,17.66661,14.98305,100.9015732,86.33483124,45.41738129
East Asia & Pacific (excluding high income),EAP,2019,3.053606272,96.04688263,98.05095673,,,100.9860687,87.83795166,47.52482986
Ecuador,ECU,2015,5.105700016,94.0,99.28074646,25.10819,22.35071,101.1858902,100.7917862,44.53715134
Ecuador,ECU,2016,4.362748146,94.0,96.72535706,25.09592,21.94529,99.03040314,99.5687027,
Ecuador,ECU,2017,4.614257813,93.0,98.9387207,24.48003,20.99927,98.24816132,97.39710999,
Ecuador,ECU,2018,4.621455193,,98.37651825,24.26216,20.62112,98.93109894,96.02104187,47.33118057
Ecuador,ECU,2019,4.245779991,,95.77159882,,,98.35057831,94.73153687,47.26277924
"Egypt, Arab Rep.",EGY,2015,3.930848122,,,,,,,32.81311035
"Egypt, Arab Rep.",EGY,2016,,,88.03392029,23.07766,14.79149,95.42575836,78.5734024,31.93047905
"Egypt, Arab Rep.",EGY,2017,,71.0,87.41649628,23.77693,15.21374,95.79132843,79.36119843,33.16210175
"Egypt, Arab Rep.",EGY,2018,,,90.62358856,23.67945,15.16281,96.58303833,79.98683929,36.71715164
"Egypt, Arab Rep.",EGY,2019,,,92.85021973,,,97.81710815,81.17051697,
El Salvador,SLV,2015,3.909879923,88.0,92.77680969,29.69441,30.84663,104.5803299,70.69818878,27.2137394
El Salvador,SLV,2016,3.825239897,88.0,92.14292145,28.26087,29.31611,102.4119034,69.12902832,27.00547028
El Salvador,SLV,2017,3.725229979,88.0,91.6084137,28.27102,27.82175,98.93541718,66.90673065,27.46780014
El Salvador,SLV,2018,3.605750084,89.0,89.75904083,26.89473,27.55579,97.44642639,67.72659302,28.03388023
El Salvador,SLV,2019,3.387109995,89.0,,,,92.26983643,66.0821228,28.36889076
Equatorial Guinea,GNQ,2015,,,39.06110001,23.22706,,52.78697968,,
Equatorial Guinea,GNQ,2016,,,,,,53.5364844,,
Equatorial Guinea,GNQ,2017,,,,,,53.37538398,,
Equatorial Guinea,GNQ,2018,,,,,,51.23345394,,6.16062212
Equatorial Guinea,GNQ,2019,,,,,,51.19901424,,5.373222351
Eritrea,ERI,2015,,,57.43307877,43.33621,38.88105,76.30319214,43.28332138,3.305740118
Eritrea,ERI,2016,,,,,,74.16499694,,3.009720087
Eritrea,ERI,2017,,,63.71343994,39.24553,36.56873,72.44037628,41.87742996,
Eritrea,ERI,2018,,76.57051849,62.92975998,38.74092,35.02165,72.81954193,42.94683075,
Eritrea,ERI,2019,,,59.45571136,,,72.03640359,42.79370726,
Estonia,EST,2015,5.144189835,,97.09329987,,,97.11914825,108.188797,74.58328247
Estonia,EST,2016,5.15763998,,97.93798065,11.26704,8.78266,97.29234314,111.596199,73.03343201
Estonia,EST,2017,4.961319923,,96.38076782,11.31153,9.18187,97.25005341,113.2497864,72.13697815
Estonia,EST,2018,5.239970207,,96.59681702,,,97.45594788,112.759697,72.06596375
Estonia,EST,2019,5.260419846,,97.27607727,,,98.15772247,112.2872009,72.7060318
Eswatini,SWZ,2015,5.35494709,,93.19016266,27.58272,15.79598,125.1803284,79.5160675,
Eswatini,SWZ,2016,5.433553219,,100.1065674,27.27385,15.54522,123.1779327,85.97560883,
Eswatini,SWZ,2017,6.177914143,,101.5853882,26.59621,,121.9642563,,
Eswatini,SWZ,2018,5.736873627,,101.6405106,,,121.5433807,,
Eswatini,SWZ,2019,5.699148178,,98.03701019,,,120.8630371,,
Ethiopia,ETH,2015,5.15336132,,52.84944153,,,97.11900701,34.86713965,
Ethiopia,ETH,2016,5.061513901,47.49158859,,,,,,
Ethiopia,ETH,2017,5.499050617,51.7711792,,,,104.2036737,,
Ethiopia,ETH,2018,5.220111847,,,,,,,
Ethiopia,ETH,2019,4.480869293,,,,,,,
Euro area,EMU,2015,4.93930769,,96.72296906,13.29565,11.73668,102.0143509,108.1487427,71.47483063
Euro area,EMU,2016,4.815949917,,95.9691925,13.09754,11.42687,101.6773682,107.3750687,72.24066925
Euro area,EMU,2017,4.826184988,,96.01213074,13.20755,11.42341,102.2516632,107.6152878,73.64652252
Euro area,EMU,2018,4.804859877,,95.91150665,13.203,11.42415,102.3735199,107.85746,74.79908752
Euro area,EMU,2019,4.760775089,,96.35346222,,,102.454422,107.7901611,76.03185272
Europe & Central Asia,ECS,2015,4.897535086,98.28185272,97.25997162,14.75172,11.29639,100.7454834,104.7153778,67.47672272
Europe & Central Asia,ECS,2016,4.792669773,98.33891296,101.0113907,14.69603,11.09253,100.3513031,104.4204788,69.01490784
Europe & Central Asia,ECS,2017,4.689909935,98.41797638,96.53700256,14.85681,11.08297,100.1619797,105.2794724,70.67520905
Europe & Central Asia,ECS,2018,4.675159931,98.50179291,95.87391663,14.86965,11.08115,100.6505585,105.0921402,72.22366333
Europe & Central Asia,ECS,2019,4.58624506,98.56401062,97.01406097,,,101.0513077,104.8844528,73.8953476
Europe & Central Asia (IDA & IBRD countries),TEC,2015,4.108792186,98.99674225,97.28272247,16.56762,10.61154,99.46160889,98.86734772,66.71153259
